author,date,location,bank,star,text,like
Dennis,20.01.2019,"Parrish, FL",merrick_bank,1,"My wife and myself are frequent users of numerous credit cards. We pay all of them via Bank of America Billpayer program. All of the card companies receive and process our payments THE SAME DAY. Your bank is the only one that receives the payment, then waits several days to post it to our account. This results in late charges which are not legitimate and unscrupulous. Why can't your bank post the payment the same day it is received? This is a major problem. And it prevents us from utilizing Merrick Bank services on a greater scale. If you could properly handle payments, we could use your credit lines more often, expand our credit limits, and be a more profitable customer. What do you say?",16.0
Jeff,18.01.2019,"Maryville, TN",merrick_bank,1,"I was fortunate enough to pay this card balance to $0 in January 2018. I have always heard that you should keep your cards open even if the balance is $0. My son has had personal problems and has lost his financial aid at college. I intentionally didn't use this card so that I could help him get back in school. With no notice, Merrick closed my account WITH NO NOTICE OR WARNING. ",12.0
Dina,10.01.2019,"Santa Barbara, CA",merrick_bank,3,"What stand out about my experience with Merrick Bank is that recently your online webpage changed and I had a hard time adjusting to it. Also, the balance of my credit card account is not current. I never know what the actual balance is.",9.0
Miracles,7.01.2019,"Plant City, FL",merrick_bank,1,"Tried to fill out a secured application online for both myself and SO. Mine failed and I got a thing on their web page that said APPLICATION ERROR that said DO IT AGAIN, so I did and it was rejected-though I did get an email that said they would ignore my attempt?!?! Did the one for the SO and Got the APPLICATION ERROR DO IT AGAIN on their site for his (this time using a different browser) and by that point knew NOT to do it again. I PRAY this doesn't hurt our credit scores, will be calling them tomorrow (it's Sunday eve) but I am UPSET. You put in all that sensitive info, and take a knock on your credit to get hit with THIS? Not a good start. Oh and as of this moment, I have 4 different Ph numbers for them. 800 429 2322, 800 429 5094, 800 660 8953, 855 962 3066. This is just getting scary creepy! Not very professional.",10.0
Jackie,6.01.2019,"Warrior, AL",merrick_bank,5,"Merrick Bank makes it easy to check balances and their mobile app is the best for making payments, have nothing but pleasant experience with this company. The option of credit line increases every six months is really appreciated. Rather you accept the increase or not it a nice option to have.",8.0
Charlene,31.12.2018,"Lawrenceville, GA",merrick_bank,2,"I have had Merrick Bank for 2 years. I always paid on time. I sometimes paid my balance off. They gave me a small credit increase. I feel that was a slap in the face. I feel I should have gotten at least 1,000 increase. Dissatisfied Customer.",18.0
Gwendolyn,28.12.2018,"Brookpark, OH",merrick_bank,5,"I would most definitely recommend Merrick Bank credit card. This credit card company gives people a chance to not only have a credit card with a decent amount to start off with but if your payment is on time. You have a good chance of getting raise in your credit limit. If it had 6 stars, I would. Thanks. Satisfied customer.",8.0
Christina,28.12.2018,"Clearlake, CA",merrick_bank,3,"Overall the experience is alright, the new updates have made the bank more easy to use. However I don't like the practice of having to wait an entire week after payment has left my bank account for the available credit to be applied to my account for use. The payment system is still very dinosaur compared to Capital One that allows debit card payments that charge instantly and fully process within 2 days. This is the biggest reason why in the future Merrick will be paid off and left in the shoe box. It just takes too much time and hassle to try to pay you guys, as money does not just sit in my account for days on end.",20.0
Julie,28.12.2018,"Clio, MI",merrick_bank,3,I like that they gave me a chance with their credit card as I was trying to rebuild my credit. I have had increases in spending and have never missed a payment in three years. The downside is that even though I feel that I have somewhat gained trustworthiness that they will not lower my apr which is quite high.,5.0
Steven,28.12.2018,"Tifton, GA",merrick_bank,5,Merrick bank offers an excellent way to take an active part in improving your credit scores. Their terms are fair and they are not one of these promo acct. rip-offs that are set up to fail. Merrick Bank really has individuals in mind and work hard to help their customers become better prepared to meet today's obligations.,4.0
Donald,28.12.2018,"Coconut Creek, FL",merrick_bank,5,I have been with Merrick bank a little while now. They actually have a real person that is available to talk to if you feel the need when you call for anything. Sure it's nice to have automated system but it's better they have people available to assist. Also never had an issue with use of card or any other issue. I like it here and will be here for a while.,4.0
Howard,27.12.2018,"Monroe Township, NJ",merrick_bank,1,I opened an account with this bank. I had the account for about three months. I would send my payment in at least 1 week prior to the due date. Each month they tried to charge me late fees saying that my payments were late. When I asked them what the postage date stamp said they told me they don't keep that. I closed my account.,14.0
